"id";"version";"name"
1;0;"Altro"
2;0;"Pescheria"
3;0;"Drogherie-Minimarket-Alimentari"
4;0;"Salumeria-Latticini"
5;0;"Panificio- Dolci-Focacceria"
6;0;"Bar-Ristorante-Tavola calda-Pizzeria"
7;0;"Macelleria-Gastronomia-Rosticceria"
8;0;"Enoteca-Vini-Bevande-Olii"
9;0;"Erboristeria e Farmacia"
10;0;"Edicola"
11;0;"Ortofrutta"
12;0;"Cascina"
13;0;"Prodotti surgelati"
